"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]"
"08/01/2021","21:18:59.855","270.23"
"08/01/2021","21:19:06.561","270.34"
"08/01/2021","21:19:13.258","270.46"
"08/01/2021","21:19:19.955","270.56"
"08/01/2021","21:19:26.655","270.67"
"08/01/2021","21:19:33.353","270.79"
"08/01/2021","21:19:40.057","270.9"
"08/01/2021","21:19:46.754","271.01"
"08/01/2021","21:19:53.451","271.13"
"08/01/2021","21:20:00.168","271.24"
"08/01/2021","21:20:06.852","271.35"
"08/01/2021","21:20:13.557","271.46"
"08/01/2021","21:20:20.253","271.57"
"08/01/2021","21:20:26.948","271.68"
"08/01/2021","21:20:33.650","271.79"
"08/01/2021","21:20:40.351","271.91"
"08/01/2021","21:20:47.052","272.02"
"08/01/2021","21:20:53.752","272.13"
"08/01/2021","21:21:00.445","272.25"
"08/01/2021","21:21:07.149","272.36"
"08/01/2021","21:21:13.847","272.48"
"08/01/2021","21:21:27.248","272.69"
"08/01/2021","21:21:33.942","272.81"
"08/01/2021","21:21:40.642","272.92"
"08/01/2021","21:21:47.343","273.04"
"08/01/2021","21:21:54.042","273.15"
"08/01/2021","21:22:00.751","273.26"
"08/01/2021","21:22:07.445","273.37"
"08/01/2021","21:22:14.139","273.48"
"08/01/2021","21:22:20.842","273.59"
"08/01/2021","21:22:27.539","273.71"
"08/01/2021","21:22:34.243","273.82"
"08/01/2021","21:22:40.937","273.94"
"08/01/2021","21:22:47.637","274.05"
"08/01/2021","21:22:54.339","274.16"
"08/01/2021","21:23:01.036","274.28"
"08/01/2021","21:23:07.736","274.39"
"08/01/2021","21:23:14.438","274.5"
"08/01/2021","21:23:21.135","274.61"
"08/01/2021","21:23:27.835","274.72"
"08/01/2021","21:23:34.532","274.84"
"08/01/2021","21:23:41.234","274.95"
"08/01/2021","21:23:47.932","275.07"
"08/01/2021","21:23:54.635","275.18"
"08/01/2021","21:24:01.331","275.29"
"08/01/2021","21:24:08.030","275.41"
"08/01/2021","21:24:14.731","275.52"
"08/01/2021","21:24:21.440","275.63"
"08/01/2021","21:24:28.130","275.75"
"08/01/2021","21:24:34.827","275.85"
"08/01/2021","21:24:41.527","275.97"
"08/01/2021","21:24:48.226","276.08"
"08/01/2021","21:24:54.925","276.2"
"08/01/2021","21:25:01.627","276.32"
"08/01/2021","21:25:08.324","276.42"
"08/01/2021","21:25:15.025","276.54"
"08/01/2021","21:25:21.724","276.65"
"08/01/2021","21:25:28.435","276.76"
"08/01/2021","21:25:35.126","276.88"
"08/01/2021","21:25:41.821","276.99"
"08/01/2021","21:25:48.522","277.11"
"08/01/2021","21:25:55.221","277.22"
"08/01/2021","21:26:01.920","277.33"
"08/01/2021","21:26:08.624","277.45"
"08/01/2021","21:26:15.321","277.56"
"08/01/2021","21:26:22.018","277.68"
"08/01/2021","21:26:28.719","277.79"
"08/01/2021","21:26:35.428","277.9"
"08/01/2021","21:26:42.121","278.02"
"08/01/2021","21:26:48.819","278.13"
"08/01/2021","21:26:55.515","278.25"
"08/01/2021","21:27:02.216","278.36"
"08/01/2021","21:27:08.913","278.47"
"08/01/2021","21:27:15.617","278.59"
"08/01/2021","21:27:22.316","278.7"
"08/01/2021","21:27:29.017","278.81"
"08/01/2021","21:27:35.715","278.93"
"08/01/2021","21:27:42.412","279.04"
"08/01/2021","21:27:49.112","279.16"
"08/01/2021","21:27:55.811","279.27"
"08/01/2021","21:28:02.508","279.38"
"08/01/2021","21:28:09.216","279.49"
"08/01/2021","21:28:15.908","279.6"
"08/01/2021","21:28:22.609","279.72"
"08/01/2021","21:28:29.311","279.83"
"08/01/2021","21:28:36.005","279.94"
"08/01/2021","21:28:42.710","280.06"
"08/01/2021","21:28:49.410","280.17"
"08/01/2021","21:28:56.107","280.29"
"08/01/2021","21:29:02.806","280.4"
"08/01/2021","21:29:09.504","280.5"
"08/01/2021","21:29:16.209","280.62"
"08/01/2021","21:29:22.902","280.73"
"08/01/2021","21:29:29.613","280.84"
"08/01/2021","21:29:36.309","280.96"
"08/01/2021","21:29:43.000","281.07"
"08/01/2021","21:29:49.705","281.18"
"08/01/2021","21:29:56.400","281.3"
"08/01/2021","21:30:03.100","281.41"
"08/01/2021","21:30:09.798","281.52"
"08/01/2021","21:30:16.498","281.63"
"08/01/2021","21:30:23.201","281.75"
"08/01/2021","21:30:29.896","281.86"
"08/01/2021","21:30:36.595","281.97"
"08/01/2021","21:30:43.308","282.09"
"08/01/2021","21:30:49.994","282.2"
"08/01/2021","21:30:56.702","282.31"
"08/01/2021","21:31:03.393","282.42"
"08/01/2021","21:31:10.092","282.53"
"08/01/2021","21:31:16.795","282.65"
"08/01/2021","21:31:23.491","282.76"
"08/01/2021","21:31:30.192","282.88"
"08/01/2021","21:31:36.892","282.99"
"08/01/2021","21:31:43.590","283.1"
"08/01/2021","21:31:50.306","283.22"
"08/01/2021","21:31:56.986","283.33"
"08/01/2021","21:32:03.691","283.44"
"08/01/2021","21:32:10.388","283.55"
"08/01/2021","21:32:17.089","283.66"
"08/01/2021","21:32:23.791","283.78"
"08/01/2021","21:32:30.486","283.89"
"08/01/2021","21:32:37.187","284"
"08/01/2021","21:32:43.884","284.12"
"08/01/2021","21:32:50.585","284.23"
"08/01/2021","21:32:57.309","284.35"
"08/01/2021","21:33:03.983","284.46"
"08/01/2021","21:33:10.681","284.57"
"08/01/2021","21:33:17.380","284.68"
"08/01/2021","21:33:24.084","284.79"
"08/01/2021","21:33:30.784","284.91"
"08/01/2021","21:33:37.481","285.02"
"08/01/2021","21:33:44.178","285.13"
"08/01/2021","21:33:50.877","285.25"
"08/01/2021","21:33:57.580","285.36"
"08/01/2021","21:34:04.288","285.48"
"08/01/2021","21:34:10.976","285.59"
"08/01/2021","21:34:17.680","285.7"
"08/01/2021","21:34:24.375","285.81"
"08/01/2021","21:34:31.079","285.92"
"08/01/2021","21:34:37.780","286.04"
"08/01/2021","21:34:44.473","286.15"
"08/01/2021","21:34:51.174","286.26"
"08/01/2021","21:34:57.874","286.38"
"08/01/2021","21:35:04.578","286.49"
"08/01/2021","21:35:11.276","286.6"
"08/01/2021","21:35:17.970","286.72"
"08/01/2021","21:35:31.369","286.94"
"08/01/2021","21:35:38.073","287.05"
"08/01/2021","21:35:44.773","287.16"
"08/01/2021","21:35:51.467","287.28"
"08/01/2021","21:35:58.174","287.39"
"08/01/2021","21:36:04.866","287.51"
"08/01/2021","21:36:11.570","287.62"
"08/01/2021","21:36:18.265","287.73"
"08/01/2021","21:36:24.964","287.84"
"08/01/2021","21:36:31.665","287.95"
"08/01/2021","21:36:38.365","288.07"
"08/01/2021","21:36:45.069","288.18"
"08/01/2021","21:36:51.763","288.29"
"08/01/2021","21:36:58.466","288.41"
"08/01/2021","21:37:05.173","288.52"
"08/01/2021","21:37:11.864","288.64"
"08/01/2021","21:37:18.563","288.75"
"08/01/2021","21:37:25.260","288.86"
"08/01/2021","21:37:31.959","288.97"
"08/01/2021","21:37:38.662","289.08"
"08/01/2021","21:37:45.363","289.2"
"08/01/2021","21:37:52.059","289.31"
"08/01/2021","21:37:58.758","289.42"
"08/01/2021","21:38:05.456","289.54"
"08/01/2021","21:38:12.168","289.65"
"08/01/2021","21:38:18.862","289.77"
"08/01/2021","21:38:25.556","289.87"
"08/01/2021","21:38:32.256","289.98"
"08/01/2021","21:38:38.954","290.1"
"08/01/2021","21:38:45.658","290.21"
"08/01/2021","21:38:52.359","290.33"
"08/01/2021","21:38:59.055","290.44"
"08/01/2021","21:39:05.752","290.55"
"08/01/2021","21:39:12.451","290.67"
"08/01/2021","21:39:19.171","290.78"
"08/01/2021","21:39:25.858","290.9"
"08/01/2021","21:39:32.554","291.01"
"08/01/2021","21:39:39.254","291.12"
"08/01/2021","21:39:45.953","291.23"
"08/01/2021","21:39:52.655","291.35"
"08/01/2021","21:40:06.049","291.57"
"08/01/2021","21:40:12.755","291.68"
"08/01/2021","21:40:19.449","291.8"
"08/01/2021","21:40:26.160","291.91"
"08/01/2021","21:40:32.852","292.02"
"08/01/2021","21:40:39.548","292.14"
"08/01/2021","21:40:46.249","292.25"
"08/01/2021","21:40:52.946","292.37"
"08/01/2021","21:40:59.646","292.48"
"08/01/2021","21:41:06.350","292.59"
"08/01/2021","21:41:13.044","292.7"
"08/01/2021","21:41:19.748","292.81"
"08/01/2021","21:41:26.444","292.93"
"08/01/2021","21:41:33.149","293.04"
"08/01/2021","21:41:39.847","293.15"
"08/01/2021","21:41:46.553","293.27"
"08/01/2021","21:41:53.244","293.38"
"08/01/2021","21:41:59.942","293.5"
"08/01/2021","21:42:06.644","293.61"
"08/01/2021","21:42:20.040","293.83"
"08/01/2021","21:42:26.743","293.94"
"08/01/2021","21:42:33.439","294.06"
"08/01/2021","21:42:40.141","294.17"
"08/01/2021","21:42:46.842","294.28"
"08/01/2021","21:42:53.538","294.4"
"08/01/2021","21:43:00.240","294.51"
"08/01/2021","21:43:06.936","294.62"
"08/01/2021","21:43:13.637","294.73"
"08/01/2021","21:43:20.336","294.84"
"08/01/2021","21:43:27.037","294.96"
"08/01/2021","21:43:33.736","295.07"
"08/01/2021","21:43:40.432","295.19"
"08/01/2021","21:43:47.133","295.3"
"08/01/2021","21:43:53.831","295.41"
"08/01/2021","21:44:00.533","295.53"
"08/01/2021","21:44:07.235","295.64"
"08/01/2021","21:44:13.929","295.75"
"08/01/2021","21:44:20.628","295.86"
"08/01/2021","21:44:27.328","295.97"
"08/01/2021","21:44:34.032","296.09"
"08/01/2021","21:44:40.730","296.2"
"08/01/2021","21:44:47.429","296.32"
"08/01/2021","21:44:54.125","296.43"
"08/01/2021","21:45:00.825","296.54"
"08/01/2021","21:45:07.526","296.66"
"08/01/2021","21:45:14.225","296.77"
"08/01/2021","21:45:20.923","296.89"
"08/01/2021","21:45:27.620","296.99"
"08/01/2021","21:45:34.324","297.1"
"08/01/2021","21:45:41.022","297.22"
"08/01/2021","21:45:47.722","297.33"
"08/01/2021","21:45:54.434","297.45"
"08/01/2021","21:46:01.122","297.56"
"08/01/2021","21:46:07.822","297.68"
"08/01/2021","21:46:14.519","297.79"
"08/01/2021","21:46:21.218","297.9"
"08/01/2021","21:46:27.917","298.01"
"08/01/2021","21:46:34.618","298.13"
"08/01/2021","21:46:41.318","298.24"
"08/01/2021","21:46:48.017","298.36"
"08/01/2021","21:46:54.715","298.47"
"08/01/2021","21:47:01.423","298.58"
"08/01/2021","21:47:08.117","298.7"
"08/01/2021","21:47:14.816","298.8"
"08/01/2021","21:47:21.521","298.92"
"08/01/2021","21:47:28.213","299.03"
"08/01/2021","21:47:34.912","299.14"
"08/01/2021","21:47:41.614","299.26"
"08/01/2021","21:47:48.313","299.37"
"08/01/2021","21:47:55.011","299.48"
"08/01/2021","21:48:01.713","299.6"
"08/01/2021","21:48:15.112","299.82"
"08/01/2021","21:48:21.809","299.92"
"08/01/2021","21:48:28.510","300.03"
"08/01/2021","21:48:41.905","300.21"
"08/01/2021","21:48:55.308","300.39"
"08/01/2021","21:49:08.707","300.54"
"08/01/2021","21:49:22.110","300.68"
"08/01/2021","21:49:35.507","300.8"
"08/01/2021","21:49:55.609","300.94"
"08/01/2021","21:50:15.704","301.06"
"08/01/2021","21:50:42.506","301.16"
"08/01/2021","21:53:26.636","301.06"
"08/01/2021","21:54:00.135","300.95"
"08/01/2021","21:54:33.630","300.84"
"08/01/2021","21:55:00.431","300.73"
"08/01/2021","21:55:27.222","300.63"
"08/01/2021","21:55:54.034","300.52"
"08/01/2021","21:56:20.824","300.4"
"08/01/2021","21:56:47.616","300.29"
"08/01/2021","21:57:14.425","300.18"
"08/01/2021","21:57:41.214","300.06"
"08/01/2021","21:58:08.009","299.95"
"08/01/2021","21:58:34.812","299.83"
"08/01/2021","21:59:01.607","299.72"
"08/01/2021","21:59:28.403","299.61"
"08/01/2021","21:59:55.204","299.5"
"08/01/2021","22:00:21.999","299.39"
"08/01/2021","22:00:55.495","299.26"
"08/01/2021","22:01:28.991","299.13"
"08/01/2021","22:01:55.789","299.03"
"08/01/2021","22:02:29.307","298.91"
"08/01/2021","22:02:56.084","298.81"
"08/01/2021","22:03:29.583","298.69"
"08/01/2021","22:04:03.079","298.58"
"08/01/2021","22:04:36.578","298.47"
"08/01/2021","22:05:10.074","298.36"
"08/01/2021","22:05:43.569","298.25"
"08/01/2021","22:06:17.065","298.15"
"08/01/2021","22:06:57.260","298.02"
"08/01/2021","22:07:37.462","297.91"
"08/01/2021","22:08:10.953","297.81"
"08/01/2021","22:08:51.161","297.7"
"08/01/2021","22:09:38.044","297.58"
"08/01/2021","22:10:24.940","297.46"
"08/01/2021","22:11:11.837","297.34"
"08/01/2021","22:11:58.734","297.23"
"08/01/2021","22:12:45.625","297.12"
"08/01/2021","22:13:32.528","297.02"
"08/01/2021","22:14:26.119","296.91"
"08/01/2021","22:15:13.015","296.81"
"08/01/2021","22:16:06.615","296.71"
"08/01/2021","22:17:06.902","296.6"
"08/01/2021","22:18:07.201","296.49"
"08/01/2021","22:19:07.496","296.39"
"08/01/2021","22:20:21.191","296.28"
"08/01/2021","22:21:31.533","296.17"
"08/01/2021","22:22:38.529","296.07"
"08/01/2021","22:24:02.284","295.96"
"08/01/2021","22:25:32.715","295.85"
"08/01/2021","22:26:56.457","295.75"
"08/01/2021","22:28:30.244","295.65"
"08/01/2021","22:30:20.788","295.54"
"08/01/2021","22:32:11.329","295.44"
"08/01/2021","22:34:08.571","295.34"
"08/01/2021","22:36:42.660","295.23"
"08/01/2021","22:39:13.390","295.13"
"08/01/2021","22:42:10.925","295.03"
"08/01/2021","22:46:05.406","294.92"
"08/01/2021","22:50:23.326","294.82"
"08/01/2021","22:56:51.893","294.71"
"08/01/2021","23:07:48.431","294.6"
"08/02/2021","00:03:14.689","294.71"
"08/02/2021","00:18:22.461","294.81"
"08/02/2021","00:32:16.536","294.91"
"08/02/2021","00:46:20.658","295.02"
"08/02/2021","00:58:57.686","295.12"
"08/02/2021","01:11:11.268","295.22"
"08/02/2021","01:24:28.491","295.33"
"08/02/2021","01:36:21.977","295.43"
"08/02/2021","01:49:35.854","295.54"
"08/02/2021","02:02:39.684","295.65"
"08/02/2021","02:14:43.218","295.75"
"08/02/2021","02:26:46.752","295.85"
"08/02/2021","02:40:00.630","295.96"
"08/02/2021","02:52:17.568","296.06"
"08/02/2021","03:04:27.805","296.16"
"08/02/2021","03:18:01.778","296.27"
"08/02/2021","03:30:32.117","296.37"
"08/02/2021","03:43:05.803","296.47"
"08/02/2021","03:56:53.158","296.58"
"08/02/2021","04:09:46.945","296.68"
"08/02/2021","04:24:11.174","296.79"
"08/02/2021","04:38:52.134","296.9"
"08/02/2021","04:52:12.732","297"
"08/02/2021","05:05:53.397","297.1"
"08/02/2021","05:20:54.459","297.21"
"08/02/2021","05:35:11.990","297.31"
"08/02/2021","05:49:19.455","297.41"
"08/02/2021","06:05:20.815","297.52"
"08/02/2021","06:20:11.847","297.62"
"08/02/2021","06:35:19.610","297.72"
"08/02/2021","06:52:04.511","297.83"
"08/02/2021","07:07:45.772","297.93"
"08/02/2021","07:20:19.454","297.79"
"08/02/2021","07:20:32.861","297.58"
"08/02/2021","07:20:39.553","297.39"
"08/02/2021","07:20:46.253","297.15"
"08/02/2021","07:20:52.967","296.81"
"08/02/2021","07:20:59.667","296.3"
"08/02/2021","07:21:06.367","295.66"
"08/02/2021","07:21:13.068","294.79"
"08/02/2021","07:21:19.763","293.79"
"08/02/2021","07:21:26.464","292.6"
"08/02/2021","07:21:33.184","291.09"
"08/02/2021","07:21:39.862","289.49"
"08/02/2021","07:21:46.574","287.56"
"08/02/2021","07:21:53.274","285.57"
"08/02/2021","07:21:59.963","283.42"
"08/02/2021","07:22:06.662","280.91"
"08/02/2021","07:22:13.362","278.43"
"08/02/2021","07:22:20.064","275.58"
"08/02/2021","07:22:26.761","272.81"
"08/02/2021","07:22:33.462","269.93"
"08/02/2021","07:22:40.174","266.71"
"08/02/2021","07:22:46.858","263.64"
"08/02/2021","07:22:53.567","260.25"
"08/02/2021","07:23:00.256","257.01"
"08/02/2021","07:23:06.962","253.72"
"08/02/2021","07:23:13.658","250.13"
"08/02/2021","07:23:20.357","246.78"
"08/02/2021","07:23:27.060","243.12"
"08/02/2021","07:23:33.756","239.68"
"08/02/2021","07:23:40.455","236.25"
"08/02/2021","07:23:47.167","232.54"
"08/02/2021","07:23:53.852","229.11"
"08/02/2021","07:24:00.561","225.67"
"08/02/2021","07:24:07.250","221.97"
"08/02/2021","07:24:13.955","218.55"
"08/02/2021","07:24:20.651","214.91"
"08/02/2021","07:24:27.352","211.54"
"08/02/2021","07:24:34.056","208.2"
"08/02/2021","07:24:40.758","204.63"
"08/02/2021","07:24:47.448","201.36"
"08/02/2021","07:24:54.164","197.89"
"08/02/2021","07:25:00.847","194.67"
"08/02/2021","07:25:07.553","191.52"
"08/02/2021","07:25:14.246","188.17"
"08/02/2021","07:25:20.945","185.13"
"08/02/2021","07:25:27.649","181.87"
"08/02/2021","07:25:34.347","178.9"
"08/02/2021","07:25:41.047","175.99"
"08/02/2021","07:25:47.744","172.92"
"08/02/2021","07:25:54.444","170.1"
"08/02/2021","07:26:01.171","167.12"
"08/02/2021","07:26:07.842","164.41"
"08/02/2021","07:26:14.547","161.78"
"08/02/2021","07:26:21.241","158.99"
"08/02/2021","07:26:27.950","156.45"
"08/02/2021","07:26:34.646","153.96"
"08/02/2021","07:26:41.340","151.36"
"08/02/2021","07:26:48.046","149.01"
"08/02/2021","07:26:54.743","146.53"
"08/02/2021","07:27:01.443","144.27"
"08/02/2021","07:27:08.157","142.08"
"08/02/2021","07:27:14.841","139.78"
"08/02/2021","07:27:21.545","137.73"
"08/02/2021","07:27:28.242","135.54"
"08/02/2021","07:27:34.944","133.58"
"08/02/2021","07:27:41.646","131.67"
"08/02/2021","07:27:48.341","129.69"
"08/02/2021","07:27:55.039","127.91"
"08/02/2021","07:28:01.739","126.04"
"08/02/2021","07:28:08.439","124.35"
"08/02/2021","07:28:15.171","122.72"
"08/02/2021","07:28:21.838","121.04"
"08/02/2021","07:28:28.543","119.53"
"08/02/2021","07:28:35.238","117.96"
"08/02/2021","07:28:41.942","116.54"
"08/02/2021","07:28:48.642","115.17"
"08/02/2021","07:28:55.339","113.75"
"08/02/2021","07:29:02.039","112.49"
"08/02/2021","07:29:08.739","111.19"
"08/02/2021","07:29:15.440","110.03"
"08/02/2021","07:29:22.146","108.91"
"08/02/2021","07:29:28.839","107.74"
"08/02/2021","07:29:35.546","106.7"
"08/02/2021","07:29:42.238","105.63"
"08/02/2021","07:29:48.940","104.68"
"08/02/2021","07:29:55.645","103.77"
"08/02/2021","07:30:02.336","102.83"
"08/02/2021","07:30:09.038","102"
"08/02/2021","07:30:15.739","101.21"
"08/02/2021","07:30:22.439","100.4"
"08/02/2021","07:30:29.138","99.65"
"08/02/2021","07:30:35.832","98.9"
"08/02/2021","07:30:42.534","98.23"
"08/02/2021","07:30:49.229","97.59"
"08/02/2021","07:30:55.935","96.94"
"08/02/2021","07:31:02.635","96.36"
"08/02/2021","07:31:09.331","95.77"
"08/02/2021","07:31:16.031","95.25"
"08/02/2021","07:31:22.729","94.75"
"08/02/2021","07:31:29.436","94.23"
"08/02/2021","07:31:36.136","93.78"
"08/02/2021","07:31:42.828","93.32"
"08/02/2021","07:31:49.531","92.9"
"08/02/2021","07:31:56.226","92.5"
"08/02/2021","07:32:02.930","92.1"
"08/02/2021","07:32:09.633","91.74"
"08/02/2021","07:32:16.326","91.37"
"08/02/2021","07:32:23.023","91.04"
"08/02/2021","07:32:29.725","90.73"
"08/02/2021","07:32:36.440","90.41"
"08/02/2021","07:32:43.131","90.12"
"08/02/2021","07:32:49.822","89.83"
"08/02/2021","07:32:56.524","89.58"
"08/02/2021","07:33:03.219","89.33"
"08/02/2021","07:33:09.930","89.08"
"08/02/2021","07:33:16.626","88.85"
"08/02/2021","07:33:23.322","88.63"
"08/02/2021","07:33:30.020","88.42"
"08/02/2021","07:33:36.720","88.23"
"08/02/2021","07:33:43.435","88.03"
"08/02/2021","07:33:50.123","87.85"
"08/02/2021","07:33:56.819","87.67"
"08/02/2021","07:34:03.522","87.5"
"08/02/2021","07:34:10.215","87.35"
"08/02/2021","07:34:16.921","87.19"
"08/02/2021","07:34:23.620","87.04"
"08/02/2021","07:34:30.318","86.9"
"08/02/2021","07:34:37.016","86.75"
"08/02/2021","07:34:43.715","86.63"
"08/02/2021","07:34:50.425","86.49"
"08/02/2021","07:34:57.122","86.37"
"08/02/2021","07:35:03.811","86.26"
"08/02/2021","07:35:10.513","86.14"
"08/02/2021","07:35:17.211","86.03"
"08/02/2021","07:35:23.917","85.92"
"08/02/2021","07:35:30.610","85.82"
"08/02/2021","07:35:44.015","85.62"
"08/02/2021","07:35:57.418","85.44"
"08/02/2021","07:36:10.805","85.28"
"08/02/2021","07:36:24.210","85.12"
"08/02/2021","07:36:37.604","84.97"
"08/02/2021","07:36:51.008","84.82"
"08/02/2021","07:37:04.416","84.69"
"08/02/2021","07:37:17.800","84.57"
"08/02/2021","07:37:31.205","84.45"
"08/02/2021","07:37:44.615","84.34"
"08/02/2021","07:37:58.004","84.23"
"08/02/2021","07:38:11.399","84.12"
"08/02/2021","07:38:31.503","83.99"
"08/02/2021","07:38:51.595","83.86"
"08/02/2021","07:39:11.700","83.73"
"08/02/2021","07:39:31.789","83.62"
"08/02/2021","07:39:51.888","83.51"
"08/02/2021","07:40:11.987","83.41"
"08/02/2021","07:40:38.782","83.28"
"08/02/2021","07:41:05.585","83.15"
"08/02/2021","07:41:32.383","83.05"
"08/02/2021","07:41:59.177","82.94"
"08/02/2021","07:42:32.678","82.82"
"08/02/2021","07:43:06.200","82.7"
"08/02/2021","07:43:39.671","82.59"
"08/02/2021","07:44:13.182","82.49"
"08/02/2021","07:44:53.367","82.37"
"08/02/2021","07:45:26.860","82.27"
"08/02/2021","07:46:13.763","82.15"
"08/02/2021","07:46:53.968","82.05"
"08/02/2021","07:47:40.855","81.94"
"08/02/2021","07:48:34.458","81.83"
