"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]","3663 (1063996) [Titan Krios G2]"
"08/18/2021","08:37:11.072","3638.589",""
"08/18/2021","08:37:23.889","80742.017",""
"08/18/2021","08:39:08.594","2259.761",""
"08/18/2021","08:39:24.603","3638.589",""
"08/18/2021","08:39:50.389","80742.017",""
"08/18/2021","08:41:29.311","3638.589",""
"08/18/2021","08:41:42.829","80742.017",""
"08/18/2021","08:43:42.816","3638.589",""
"08/18/2021","08:43:56.715","80742.017",""
"08/18/2021","08:46:05.350","2259.761",""
"08/18/2021","08:46:52.034","3638.589",""
"08/18/2021","08:47:29.452","2259.761",""
"08/18/2021","08:47:44.405","3638.589",""
"08/18/2021","08:47:56.928","80742.017",""
"08/18/2021","08:49:45.882","3638.589",""
"08/18/2021","08:49:59.904","80742.017",""
"08/18/2021","08:51:39.245","3638.589",""
"08/18/2021","08:51:58.613","80742.017",""
"08/18/2021","08:53:27.469","3638.589",""
"08/18/2021","08:53:40.027","80742.017",""
"08/18/2021","08:55:32.790","2259.761",""
"08/18/2021","08:55:48.773","3638.589",""
"08/18/2021","08:56:02.075","80742.017",""
"08/18/2021","08:58:14.452","2259.761",""
"08/18/2021","08:58:57.397","3638.589",""
"08/18/2021","08:59:37.029","2259.761",""
"08/18/2021","08:59:51.329","3638.589",""
"08/18/2021","09:00:04.084","80742.017",""
"08/18/2021","09:01:53.337","3638.589",""
"08/18/2021","09:02:07.106","80742.017",""
"08/18/2021","09:03:55.849","3638.589",""
"08/18/2021","09:04:09.355","80742.017",""
"08/18/2021","09:05:58.244","3638.589",""
"08/18/2021","09:06:11.949","80742.017",""
"08/18/2021","09:32:48.868","2259.761",""
"08/18/2021","09:34:04.128","3638.589",""
"08/18/2021","09:35:52.853","80742.017",""
"08/18/2021","09:37:02.844","","Close (1)"
"08/18/2021","10:26:37.971","","Open (2)"
"08/18/2021","10:59:00.196","2259.761",""
"08/18/2021","10:59:32.450","3638.589",""
"08/18/2021","11:01:41.369","80742.017",""
"08/18/2021","11:28:11.828","3638.589",""
"08/18/2021","11:30:00.774","80742.017",""
"08/18/2021","11:37:37.595","3638.589",""
"08/18/2021","11:41:10.390","2259.761",""
"08/18/2021","11:43:01.493","80742.017",""
"08/18/2021","11:43:49.294","2259.761",""
"08/18/2021","11:45:40.872","3638.589",""
"08/18/2021","11:53:28.345","80742.017",""
"08/18/2021","12:00:56.366","","Close (1)"
"08/18/2021","13:46:00.603","","Open (2)"
"08/18/2021","13:57:58.917","3638.589",""
"08/18/2021","14:01:24.557","80742.017",""
"08/18/2021","14:03:03.471","3638.589",""
"08/18/2021","14:03:13.768","80742.017",""
"08/18/2021","14:06:39.381","3638.589",""
"08/18/2021","14:07:15.699","80742.017",""
"08/18/2021","14:08:24.760","3638.589",""
"08/18/2021","14:09:29.410","2259.761",""
"08/18/2021","14:10:55.636","80742.017",""
"08/18/2021","14:21:02.710","","Close (1)"
"08/18/2021","14:38:06.873","","Open (2)"
"08/18/2021","14:38:23.195","1527.128",""
"08/18/2021","14:39:25.590","2259.761",""
"08/18/2021","14:40:11.663","3638.589",""
"08/18/2021","14:41:33.450","1527.128",""
"08/18/2021","14:49:13.248","80742.017",""
"08/18/2021","14:49:22.246","","Close (1)"
"08/18/2021","14:55:29.829","2259.761",""
"08/18/2021","14:56:35.227","","Open (2)"
"08/18/2021","14:57:44.622","80742.017",""
"08/18/2021","15:00:09.548","2259.761",""
"08/18/2021","15:01:14.198","3638.589",""
"08/18/2021","15:01:51.779","2259.761",""
"08/18/2021","15:02:06.810","3638.589",""
"08/18/2021","15:12:21.560","80742.017",""
"08/18/2021","15:14:44.759","3638.589",""
"08/18/2021","15:18:18.093","80742.017",""
"08/18/2021","15:20:28.681","3638.589",""
"08/18/2021","15:21:03.702","80742.017",""
"08/18/2021","15:23:36.093","3638.589",""
"08/18/2021","15:25:21.631","80742.017",""
"08/18/2021","15:29:03.757","2259.761",""
"08/18/2021","15:29:52.347","3638.589",""
"08/18/2021","15:30:29.503","2259.761",""
"08/18/2021","15:30:44.512","3638.589",""
"08/18/2021","15:30:58.279","80742.017",""
"08/18/2021","15:34:17.185","3638.589",""
"08/18/2021","15:34:31.913","80742.017",""
"08/18/2021","15:38:12.713","3638.589",""
"08/18/2021","15:38:27.287","80742.017",""
"08/18/2021","15:41:46.115","3638.589",""
"08/18/2021","15:42:14.443","80742.017",""
"08/18/2021","15:45:03.130","2259.761",""
"08/18/2021","15:45:55.002","3638.589",""
"08/18/2021","15:46:32.214","2259.761",""
"08/18/2021","15:46:47.382","3638.589",""
"08/18/2021","15:47:00.916","80742.017",""
"08/18/2021","15:50:42.302","3638.589",""
"08/18/2021","15:50:57.002","80742.017",""
"08/18/2021","15:54:04.073","3638.589",""
"08/18/2021","15:54:18.695","80742.017",""
"08/18/2021","15:56:40.455","3638.589",""
"08/18/2021","15:56:55.316","80742.017",""
"08/18/2021","16:00:29.104","2259.761",""
"08/18/2021","16:01:17.913","3638.589",""
"08/18/2021","16:01:52.270","2259.761",""
"08/18/2021","16:02:07.426","3638.589",""
"08/18/2021","16:02:23.585","80742.017",""
"08/18/2021","16:03:48.355","3638.589",""
"08/18/2021","16:04:01.110","80742.017",""
"08/18/2021","16:07:26.074","2259.761",""
"08/18/2021","16:07:42.340","3638.589",""
"08/18/2021","16:07:56.845","80742.017",""
"08/18/2021","16:11:37.928","3638.589",""
"08/18/2021","16:11:52.438","80742.017",""
"08/18/2021","16:14:58.935","3638.589",""
"08/18/2021","16:15:13.943","80742.017",""
"08/18/2021","16:19:11.429","2259.761",""
"08/18/2021","16:20:02.511","3638.589",""
"08/18/2021","16:20:39.429","2259.761",""
"08/18/2021","16:20:54.440","3638.589",""
"08/18/2021","16:21:07.830","80742.017",""
"08/18/2021","16:24:27.610","3638.589",""
"08/18/2021","16:24:42.521","80742.017",""
"08/18/2021","16:28:01.792","3638.589",""
"08/18/2021","16:28:16.294","80742.017",""
"08/18/2021","16:30:49.064","3638.589",""
"08/18/2021","16:31:04.197","80742.017",""
"08/18/2021","16:34:49.182","2259.761",""
"08/18/2021","16:35:38.323","3638.589",""
"08/18/2021","16:36:12.612","2259.761",""
"08/18/2021","16:36:27.690","3638.589",""
"08/18/2021","16:36:41.856","80742.017",""
"08/18/2021","16:39:38.022","3638.589",""
"08/18/2021","16:40:06.427","80742.017",""
"08/18/2021","16:43:24.926","3638.589",""
"08/18/2021","16:43:39.521","80742.017",""
"08/18/2021","16:47:22.265","3638.589",""
"08/18/2021","16:47:37.223","80742.017",""
"08/18/2021","16:50:47.183","2259.761",""
"08/18/2021","16:51:38.517","3638.589",""
"08/18/2021","16:52:15.594","2259.761",""
"08/18/2021","16:52:30.112","3638.589",""
"08/18/2021","16:52:43.561","80742.017",""
"08/18/2021","16:56:14.929","3638.589",""
"08/18/2021","16:56:29.576","80742.017",""
"08/18/2021","16:58:39.666","3638.589",""
"08/18/2021","16:58:54.453","80742.017",""
"08/18/2021","17:00:51.832","3638.589",""
"08/18/2021","17:01:06.537","80742.017",""
"08/18/2021","17:04:54.854","2259.761",""
"08/18/2021","17:05:43.921","3638.589",""
"08/18/2021","17:06:18.225","2259.761",""
"08/18/2021","17:06:33.206","3638.589",""
"08/18/2021","17:06:50.227","80742.017",""
"08/18/2021","17:08:15.334","3638.589",""
"08/18/2021","17:08:28.370","80742.017",""
"08/18/2021","17:11:51.169","2259.761",""
"08/18/2021","17:12:07.228","3638.589",""
"08/18/2021","17:12:21.386","80742.017",""
"08/18/2021","17:16:03.119","3638.589",""
"08/18/2021","17:16:17.781","80742.017",""
"08/18/2021","17:20:00.008","3638.589",""
"08/18/2021","17:20:14.847","80742.017",""
"08/18/2021","17:23:48.686","2259.761",""
"08/18/2021","17:24:39.678","3638.589",""
"08/18/2021","17:25:13.932","2259.761",""
"08/18/2021","17:25:29.099","3638.589",""
"08/18/2021","17:25:42.743","80742.017",""
"08/18/2021","17:29:02.000","3638.589",""
"08/18/2021","17:29:16.996","80742.017",""
"08/18/2021","17:31:05.075","3638.589",""
"08/18/2021","17:31:19.641","80742.017",""
"08/18/2021","17:33:06.362","3638.589",""
"08/18/2021","17:33:21.045","80742.017",""
"08/18/2021","17:37:06.215","2259.761",""
"08/18/2021","17:37:54.913","3638.589",""
"08/18/2021","17:38:32.312","2259.761",""
"08/18/2021","17:38:47.452","3638.589",""
"08/18/2021","17:39:00.994","80742.017",""
"08/18/2021","17:42:19.928","3638.589",""
"08/18/2021","17:42:34.636","80742.017",""
"08/18/2021","17:46:27.436","3638.589",""
"08/18/2021","17:46:42.031","80742.017",""
"08/18/2021","17:49:49.279","3638.589",""
"08/18/2021","17:52:15.484","80742.017",""
"08/18/2021","17:56:46.944","2259.761",""
"08/18/2021","17:57:37.774","3638.589",""
"08/18/2021","17:58:12.734","2259.761",""
"08/18/2021","17:58:27.863","3638.589",""
"08/18/2021","18:00:25.968","80742.017",""
"08/18/2021","18:04:08.228","3638.589",""
"08/18/2021","18:06:06.336","80742.017",""
"08/18/2021","18:08:39.097","3638.589",""
"08/18/2021","18:18:41.764","80742.017",""
"08/18/2021","18:20:06.265","3638.589",""
"08/18/2021","18:20:19.763","80742.017",""
"08/18/2021","18:23:55.264","2259.761",""
"08/18/2021","18:24:11.416","3638.589",""
"08/18/2021","18:54:26.807","","Close (1)"
"08/18/2021","19:48:33.916","80742.017",""
"08/18/2021","19:48:57.138","","Open (2)"
"08/18/2021","19:50:05.126","3638.589",""
"08/18/2021","19:50:18.243","80742.017",""
"08/18/2021","19:53:54.457","2259.761",""
"08/18/2021","19:54:42.826","3638.589",""
"08/18/2021","19:55:20.890","2259.761",""
"08/18/2021","19:55:36.164","3638.589",""
"08/18/2021","20:00:37.840","80742.017",""
"08/18/2021","20:03:46.507","3638.589",""
"08/18/2021","20:04:01.310","80742.017",""
"08/18/2021","20:07:42.904","3638.589",""
"08/18/2021","20:07:57.375","80742.017",""
"08/18/2021","20:11:38.539","3638.589",""
"08/18/2021","20:11:53.167","80742.017",""
"08/18/2021","20:14:29.600","2259.761",""
"08/18/2021","20:15:21.444","3638.589",""
"08/18/2021","20:15:59.166","2259.761",""
"08/18/2021","20:16:13.656","3638.589",""
"08/18/2021","20:16:27.035","80742.017",""
"08/18/2021","20:18:58.838","3638.589",""
"08/18/2021","20:19:13.349","80742.017",""
"08/18/2021","20:21:57.340","3638.589",""
"08/18/2021","20:22:11.881","80742.017",""
"08/18/2021","20:25:42.769","3638.589",""
"08/18/2021","20:26:10.328","80742.017",""
"08/18/2021","20:29:32.111","2259.761",""
"08/18/2021","20:30:21.366","3638.589",""
"08/18/2021","20:30:59.056","2259.761",""
"08/18/2021","20:31:14.189","3638.589",""
"08/18/2021","20:31:27.863","80742.017",""
"08/18/2021","20:34:23.390","3638.589",""
"08/18/2021","20:34:38.219","80742.017",""
"08/18/2021","20:38:09.666","3638.589",""
"08/18/2021","20:38:24.122","80742.017",""
"08/18/2021","20:42:16.647","3638.589",""
"08/18/2021","20:42:32.051","80742.017",""
"08/18/2021","20:44:10.343","2259.761",""
"08/18/2021","20:45:02.446","3638.589",""
"08/18/2021","20:45:39.437","2259.761",""
"08/18/2021","20:45:53.925","3638.589",""
"08/18/2021","20:46:07.477","80742.017",""
"08/18/2021","20:49:48.374","3638.589",""
"08/18/2021","20:50:05.978","80742.017",""
"08/18/2021","20:51:29.383","3638.589",""
"08/18/2021","20:51:42.436","80742.017",""
"08/18/2021","20:53:44.521","2259.761",""
"08/18/2021","20:54:00.002","3638.589",""
"08/18/2021","20:54:13.720","80742.017",""
"08/18/2021","20:57:32.461","3638.589",""
"08/18/2021","20:57:47.021","80742.017",""
"08/18/2021","21:01:32.587","2259.761",""
"08/18/2021","21:02:20.883","3638.589",""
"08/18/2021","21:02:55.328","2259.761",""
"08/18/2021","21:03:10.770","3638.589",""
"08/18/2021","21:03:24.366","80742.017",""
"08/18/2021","21:06:31.729","3638.589",""
"08/18/2021","21:06:46.527","80742.017",""
"08/18/2021","21:09:30.192","3638.589",""
"08/18/2021","21:09:44.830","80742.017",""
"08/18/2021","21:12:40.207","3638.589",""
"08/18/2021","21:12:57.673","2259.761",""
"08/18/2021","21:13:48.992","3638.589",""
"08/18/2021","21:14:26.032","2259.761",""
"08/18/2021","21:14:41.040","3638.589",""
"08/18/2021","21:15:03.982","80742.017",""
"08/18/2021","21:17:48.817","3638.589",""
"08/18/2021","21:18:07.368","80742.017",""
"08/18/2021","21:21:36.441","3638.589",""
"08/18/2021","21:21:50.867","80742.017",""
"08/18/2021","21:24:44.940","3638.589",""
"08/18/2021","21:24:59.664","80742.017",""
"08/18/2021","21:27:01.368","2259.761",""
"08/18/2021","21:27:53.045","3638.589",""
"08/18/2021","21:28:30.504","2259.761",""
"08/18/2021","21:28:45.596","3638.589",""
"08/18/2021","21:28:59.114","80742.017",""
"08/18/2021","21:32:06.215","3638.589",""
"08/18/2021","21:32:20.760","80742.017",""
"08/18/2021","21:36:02.320","3638.589",""
"08/18/2021","21:36:16.759","80742.017",""
"08/18/2021","21:39:35.273","3638.589",""
"08/18/2021","21:39:50.000","80742.017",""
"08/18/2021","21:42:49.856","2259.761",""
"08/18/2021","21:43:41.284","3638.589",""
"08/18/2021","21:44:19.286","2259.761",""
"08/18/2021","21:44:34.532","3638.589",""
"08/18/2021","21:45:01.773","80742.017",""
"08/18/2021","21:48:42.814","3638.589",""
"08/18/2021","21:48:57.493","80742.017",""
"08/18/2021","21:52:15.932","3638.589",""
"08/18/2021","21:52:33.943","80742.017",""
"08/18/2021","21:53:56.800","3638.589",""
"08/18/2021","21:54:09.617","80742.017",""
"08/18/2021","21:56:24.003","2259.761",""
"08/18/2021","21:56:40.266","3638.589",""
"08/18/2021","21:56:54.399","80742.017",""
"08/18/2021","22:00:16.591","2259.761",""
"08/18/2021","22:01:08.538","3638.589",""
"08/18/2021","22:01:45.824","2259.761",""
"08/18/2021","22:02:00.781","3638.589",""
"08/18/2021","22:02:14.205","80742.017",""
"08/18/2021","22:04:58.282","3638.589",""
"08/18/2021","22:05:12.828","80742.017",""
"08/18/2021","22:08:44.132","3638.589",""
"08/18/2021","22:08:58.521","80742.017",""
"08/18/2021","22:12:04.530","3638.589",""
"08/18/2021","22:12:19.513","80742.017",""
"08/18/2021","22:15:31.148","2259.761",""
"08/18/2021","22:16:22.048","3638.589",""
"08/18/2021","22:17:01.225","2259.761",""
"08/18/2021","22:17:15.649","3638.589",""
"08/18/2021","22:17:29.171","80742.017",""
"08/18/2021","22:20:59.198","3638.589",""
"08/18/2021","22:21:13.794","80742.017",""
"08/18/2021","22:24:55.557","3638.589",""
"08/18/2021","22:25:09.827","80742.017",""
"08/18/2021","22:29:02.145","3638.589",""
"08/18/2021","22:29:16.890","80742.017",""
"08/18/2021","22:33:15.954","2259.761",""
"08/18/2021","22:34:07.986","3638.589",""
"08/18/2021","22:34:42.518","2259.761",""
"08/18/2021","22:34:57.506","3638.589",""
"08/18/2021","22:35:10.842","80742.017",""
"08/18/2021","22:38:31.259","3638.589",""
"08/18/2021","22:38:45.997","80742.017",""
"08/18/2021","22:42:05.927","3638.589",""
"08/18/2021","22:42:20.194","80742.017",""
"08/18/2021","22:46:01.529","3638.589",""
"08/18/2021","22:46:16.192","80742.017",""
"08/18/2021","22:48:29.151","2259.761",""
"08/18/2021","22:49:23.771","3638.589",""
"08/18/2021","22:50:01.214","2259.761",""
"08/18/2021","22:50:16.324","3638.589",""
"08/18/2021","22:50:42.305","80742.017",""
"08/18/2021","22:53:49.907","3638.589",""
"08/18/2021","22:54:08.123","80742.017",""
"08/18/2021","22:55:33.222","3638.589",""
"08/18/2021","22:55:46.097","80742.017",""
"08/18/2021","22:59:08.640","2259.761",""
"08/18/2021","22:59:24.199","3638.589",""
"08/18/2021","22:59:37.806","80742.017",""
"08/18/2021","23:02:22.846","3638.589",""
"08/18/2021","23:02:37.554","80742.017",""
"08/18/2021","23:06:24.847","2259.761",""
"08/18/2021","23:07:12.155","3638.589",""
"08/18/2021","23:07:49.769","2259.761",""
"08/18/2021","23:08:04.191","3638.589",""
"08/18/2021","23:08:17.897","80742.017",""
"08/18/2021","23:11:37.290","3638.589",""
"08/18/2021","23:11:51.751","80742.017",""
"08/18/2021","23:15:22.351","3638.589",""
"08/18/2021","23:15:36.702","80742.017",""
"08/18/2021","23:17:01.190","3638.589",""
"08/18/2021","23:17:15.815","80742.017",""
"08/18/2021","23:20:49.743","2259.761",""
"08/18/2021","23:21:38.948","3638.589",""
"08/18/2021","23:22:10.771","2259.761",""
"08/18/2021","23:22:25.977","3638.589",""
"08/18/2021","23:22:39.322","80742.017",""
"08/18/2021","23:25:57.703","3638.589",""
"08/18/2021","23:26:12.339","80742.017",""
"08/18/2021","23:29:53.661","3638.589",""
"08/18/2021","23:30:07.892","80742.017",""
"08/18/2021","23:33:27.014","3638.589",""
"08/18/2021","23:33:41.606","80742.017",""
"08/18/2021","23:36:40.804","2259.761",""
"08/18/2021","23:37:31.924","3638.589",""
"08/18/2021","23:38:09.515","2259.761",""
"08/18/2021","23:38:24.632","3638.589",""
"08/18/2021","23:38:38.057","80742.017",""
"08/18/2021","23:41:45.272","3638.589",""
"08/18/2021","23:41:59.747","80742.017",""
"08/18/2021","23:44:32.206","3638.589",""
"08/18/2021","23:44:46.499","80742.017",""
"08/18/2021","23:46:44.844","3638.589",""
"08/18/2021","23:46:59.513","80742.017",""
"08/18/2021","23:51:01.251","2259.761",""
"08/18/2021","23:51:50.311","3638.589",""
"08/18/2021","23:52:25.053","2259.761",""
"08/18/2021","23:52:40.217","3638.589",""
"08/18/2021","23:55:08.866","80742.017",""
"08/18/2021","23:56:33.912","3638.589",""
"08/18/2021","23:56:46.875","80742.017",""
"08/18/2021","23:59:47.156","2259.761",""
"08/19/2021","00:00:03.329","3638.589",""
"08/19/2021","00:00:17.593","80742.017",""
"08/19/2021","00:03:26.667","3638.589",""
"08/19/2021","00:03:41.030","80742.017",""
"08/19/2021","00:07:12.245","3638.589",""
"08/19/2021","00:07:26.840","80742.017",""
"08/19/2021","00:10:04.986","2259.761",""
"08/19/2021","00:10:59.539","3638.589",""
"08/19/2021","00:11:36.427","2259.761",""
"08/19/2021","00:11:51.361","3638.589",""
"08/19/2021","00:12:04.701","80742.017",""
"08/19/2021","00:15:11.802","3638.589",""
"08/19/2021","00:15:26.402","80742.017",""
"08/19/2021","00:18:45.274","3638.589",""
"08/19/2021","00:18:59.634","80742.017",""
"08/19/2021","00:22:30.550","3638.589",""
"08/19/2021","00:22:45.184","80742.017",""
"08/19/2021","00:26:07.399","2259.761",""
"08/19/2021","00:27:00.006","3638.589",""
"08/19/2021","00:27:37.371","2259.761",""
"08/19/2021","00:27:52.477","3638.589",""
"08/19/2021","00:28:05.765","80742.017",""
"08/19/2021","00:31:36.552","3638.589",""
"08/19/2021","00:32:04.482","80742.017",""
"08/19/2021","00:35:23.366","3638.589",""
"08/19/2021","00:35:37.666","80742.017",""
"08/19/2021","00:39:08.940","3638.589",""
"08/19/2021","00:39:23.753","80742.017",""
"08/19/2021","00:41:14.376","2259.761",""
"08/19/2021","00:42:04.774","3638.589",""
"08/19/2021","00:42:41.600","2259.761",""
"08/19/2021","00:42:56.184","3638.589",""
"08/19/2021","00:43:09.539","80742.017",""
"08/19/2021","00:45:31.108","3638.589",""
"08/19/2021","00:45:45.622","80742.017",""
"08/19/2021","00:47:43.387","3638.589",""
"08/19/2021","00:47:57.664","80742.017",""
"08/19/2021","00:51:04.342","3638.589",""
"08/19/2021","00:51:19.088","80742.017",""
"08/19/2021","00:53:44.486","2259.761",""
"08/19/2021","00:54:32.580","3638.589",""
"08/19/2021","00:55:09.725","2259.761",""
"08/19/2021","00:55:24.176","3638.589",""
"08/19/2021","00:55:40.223","80742.017",""
"08/19/2021","00:57:06.001","3638.589",""
"08/19/2021","00:57:18.765","80742.017",""
"08/19/2021","00:59:19.963","2259.761",""
