"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"09/09/2021","16:56:01.127","Unknown (0)"
"09/09/2021","16:56:01.513","Open (2)"
"09/09/2021","17:32:21.895","Unknown (0)"
"09/09/2021","17:32:23.013","Close (1)"
"09/09/2021","17:37:14.542","Unknown (0)"
"09/09/2021","17:37:15.020","Open (2)"
"09/09/2021","18:37:15.021","Open (2)"
"09/09/2021","19:22:33.129","Unknown (0)"
"09/09/2021","19:22:34.031","Close (1)"
"09/09/2021","20:22:34.032","Close (1)"
"09/09/2021","21:22:34.033","Close (1)"
"09/09/2021","22:22:34.034","Close (1)"
"09/09/2021","23:22:34.035","Close (1)"
"09/10/2021","00:22:34.036","Close (1)"
"09/10/2021","01:22:34.037","Close (1)"
"09/10/2021","02:22:34.038","Close (1)"
"09/10/2021","03:22:34.039","Close (1)"
"09/10/2021","04:22:34.039","Close (1)"
"09/10/2021","05:22:34.040","Close (1)"
"09/10/2021","06:22:34.041","Close (1)"
"09/10/2021","07:22:34.042","Close (1)"
"09/10/2021","08:22:34.043","Close (1)"
"09/10/2021","09:22:34.044","Close (1)"
"09/10/2021","09:42:19.154","Unknown (0)"
"09/10/2021","09:42:19.664","Open (2)"
"09/10/2021","10:08:19.973","Unknown (0)"
"09/10/2021","10:08:21.161","Close (1)"
"09/10/2021","10:13:14.016","Unknown (0)"
"09/10/2021","10:13:14.665","Open (2)"
"09/10/2021","10:47:51.049","Unknown (0)"
"09/10/2021","10:47:52.166","Close (1)"
"09/10/2021","10:53:08.300","Unknown (0)"
"09/10/2021","10:53:08.672","Open (2)"
"09/10/2021","11:20:22.045","Unknown (0)"
"09/10/2021","11:20:23.169","Close (1)"
"09/10/2021","11:25:15.632","Unknown (0)"
"09/10/2021","11:25:16.173","Open (2)"
"09/10/2021","11:52:45.500","Unknown (0)"
"09/10/2021","11:52:46.673","Close (1)"
"09/10/2021","11:57:50.514","Unknown (0)"
"09/10/2021","11:57:51.177","Open (2)"
"09/10/2021","12:22:35.175","Unknown (0)"
"09/10/2021","12:22:36.180","Close (1)"
"09/10/2021","12:27:32.695","Unknown (0)"
"09/10/2021","12:27:33.187","Open (2)"
"09/10/2021","12:48:52.192","Unknown (0)"
"09/10/2021","12:48:53.186","Close (1)"
"09/10/2021","12:53:54.040","Unknown (0)"
"09/10/2021","12:53:54.690","Open (2)"
"09/10/2021","13:45:02.231","Unknown (0)"
"09/10/2021","13:45:03.197","Close (1)"
"09/10/2021","13:50:05.639","Unknown (0)"
"09/10/2021","13:50:06.200","Open (2)"
"09/10/2021","14:16:16.711","Unknown (0)"
"09/10/2021","14:16:17.702","Close (1)"
"09/10/2021","15:16:17.703","Close (1)"
"09/10/2021","15:41:42.950","Unknown (0)"
"09/10/2021","15:41:43.220","Open (2)"
"09/10/2021","16:41:43.221","Open (2)"
"09/10/2021","16:42:00.681","Unknown (0)"
"09/10/2021","16:42:01.722","Close (1)"
"09/10/2021","17:42:01.723","Close (1)"
"09/10/2021","18:42:01.724","Close (1)"
"09/10/2021","19:42:01.725","Close (1)"
"09/10/2021","20:42:01.726","Close (1)"
"09/10/2021","21:42:01.727","Close (1)"
"09/10/2021","22:42:01.728","Close (1)"
"09/10/2021","23:42:01.728","Close (1)"
"09/11/2021","00:42:01.729","Close (1)"
"09/11/2021","01:42:01.730","Close (1)"
"09/11/2021","02:42:01.731","Close (1)"
"09/11/2021","03:42:01.732","Close (1)"
"09/11/2021","04:42:01.733","Close (1)"
"09/11/2021","05:42:01.734","Close (1)"
"09/11/2021","06:42:01.735","Close (1)"
"09/11/2021","07:42:01.736","Close (1)"
"09/11/2021","08:42:01.737","Close (1)"
"09/11/2021","09:42:01.738","Close (1)"
"09/11/2021","10:42:01.738","Close (1)"
"09/11/2021","11:42:01.739","Close (1)"
"09/11/2021","12:42:01.740","Close (1)"
"09/11/2021","13:42:01.741","Close (1)"
"09/11/2021","14:42:01.742","Close (1)"
"09/11/2021","15:42:01.743","Close (1)"
"09/11/2021","16:42:01.744","Close (1)"
"09/11/2021","17:42:01.745","Close (1)"
"09/11/2021","18:42:01.746","Close (1)"
